No,Temperature,Pressure,accelX,accelY,accelZ,magX,magY,magZ,gyroX,gryoY,gyroZ,gps_latitude,gps_longtitude,gps_time
191,27.2,100763.0,0.016,0.016,-1.104,-50.0,-55.0,-10.0,6.103,25.939,6.042,0.0,0.0,0
192,27.2,100767.0,0.012,-0.024,-0.956,-50.0,-55.0,-10.0,-1.708,2.319,1.525,0.0,0.0,0
193,27.2,100768.0,0.031,-0.056,-0.892,-50.0,-55.0,-10.0,-5.187,-8.361,-1.77,0.0,0.0,0
194,27.2,100763.0,0.042,-0.042,-0.943,-50.0,-55.0,-10.0,-4.516,-2.441,0.915,0.0,0.0,0
195,27.2,100764.0,0.091,-0.09,-0.919,-50.0,-55.0,-10.0,-10.192,-10.681,1.281,0.0,0.0,0
196,27.2,100770.0,0.07,-0.051,-1.016,-50.0,-55.0,-10.0,-0.183,-3.356,-11.352,0.0,0.0,0
197,27.2,100768.0,0.07,-0.016,-1.083,-50.0,-55.0,-10.0,-21.24,3.356,0.183,0.0,0.0,0
198,27.2,100769.0,0.015,0.012,-1.157,-50.0,-55.0,-10.0,4.76,6.835,-6.225,0.0,0.0,0
199,27.2,100772.0,0.092,0.053,-0.931,-50.0,-55.0,-10.0,17.7,9.277,-11.535,0.0,0.0,0
200,27.2,100772.0,0.04,0.052,-1.041,-50.0,-55.0,-10.0,-7.385,4.943,-9.46,0.0,0.0,0
201,27.2,100768.0,0.057,-0.042,-0.88,-50.0,-55.0,-10.0,-11.901,-1.159,-6.835,0.0,0.0,0
202,27.2,100760.0,0.077,-0.017,-0.932,-50.0,-55.0,-10.0,-9.582,-7.995,-2.502,0.0,0.0,0
203,27.2,100768.0,0.084,-0.019,-0.977,-50.0,-55.0,-10.0,-11.169,-1.281,3.967,0.0,0.0,0
204,27.2,100770.0,0.062,-0.025,-0.979,-50.0,-55.0,-10.0,-4.394,-4.333,8.239,0.0,0.0,0
205,27.2,100769.0,0.051,0.052,-1.116,-50.0,-55.0,-10.0,19.348,-0.854,-0.366,0.0,0.0,0
206,27.2,100769.0,0.035,0.002,-1.079,-50.0,-55.0,-10.0,-3.723,15.136,4.028,0.0,0.0,0
207,27.2,100769.0,-0.001,-0.014,-1.005,-50.0,-55.0,-10.0,-11.23,-3.417,3.112,0.0,0.0,0
208,27.2,100767.0,0.001,-0.048,-0.876,-50.0,-55.0,-10.0,-10.498,-9.704,0.122,0.0,0.0,0
209,27.2,100767.0,0.019,-0.025,-0.924,-50.0,-55.0,-10.0,-9.216,-10.437,0.915,0.0,0.0,0
210,27.2,100769.0,0.048,-0.098,-0.894,-50.0,-55.0,-10.0,-14.282,-4.882,1.281,0.0,0.0,0
