No,Temperature,Pressure,accelX,accelY,accelZ,magX,magY,magZ,gyroX,gryoY,gyroZ,gps_latitude,gps_longtitude,gps_time
200,26.6,100702.0,0.089,0.018,-0.984,-50.0,-55.0,-10.0,-4.516,-0.61,0.244,0.0,0.0,0
201,26.399,100684.0,0.05,-0.017,-0.981,-50.0,-55.0,-10.0,-2.563,-4.211,-4.882,0.0,0.0,0
202,26.399,100692.0,0.051,-0.019,-0.987,-50.0,-55.0,-10.0,-4.699,-1.586,-3.54,0.0,0.0,0
203,26.5,100692.0,0.054,-0.015,-0.987,-50.0,-55.0,-10.0,-2.441,-3.173,-3.051,0.0,0.0,0
204,26.5,100699.0,0.062,-0.022,-0.989,-50.0,-55.0,-10.0,-3.784,-1.098,-0.915,0.0,0.0,0
205,26.5,100703.0,0.056,-0.017,-0.982,-50.0,-55.0,-10.0,-0.854,-1.953,-1.22,0.0,0.0,0
206,26.5,100686.0,0.061,-0.01,-0.987,-50.0,-55.0,-10.0,-7.629,-0.305,-1.098,0.0,0.0,0
207,26.5,100688.0,0.068,-0.02,-0.97,-50.0,-55.0,-10.0,-2.929,1.464,1.892,0.0,0.0,0
208,26.5,100706.0,0.066,-0.016,-0.994,-50.0,-55.0,-10.0,-4.211,-1.953,2.929,0.0,0.0,0
209,26.5,100702.0,0.116,-0.057,-0.965,-50.0,-55.0,-10.0,-8.605,-5.676,-1.708,0.0,0.0,0
210,26.5,100695.0,0.083,-0.04,-0.996,-50.0,-55.0,-10.0,2.197,13.977,13.732,0.0,0.0,0
211,26.5,100699.0,0.073,-0.052,-0.994,-50.0,-55.0,-10.0,-6.53,-0.366,9.521,0.0,0.0,0
212,26.5,100695.0,0.098,-0.062,-0.972,-50.0,-55.0,-10.0,-5.798,3.54,9.338,0.0,0.0,0
213,26.5,100700.0,0.095,-0.04,-0.948,-50.0,-55.0,-10.0,-9.704,-4.699,17.883,0.0,0.0,0
214,26.6,100701.0,0.047,-0.046,-0.972,-50.0,-55.0,-10.0,-7.812,5.065,24.902,0.0,0.0,0
215,26.6,100696.0,0.034,-0.03,-1.021,-50.0,-55.0,-10.0,-3.601,0.183,32.714,0.0,0.0,0
